listing_id,listing_name,listing_type,room_type,cover_photo_url,photos_count,host_id,host_name,cohost_ids,cohost_names,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant_book,professional_management,min_nights,cancellation_policy,currency,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,ttm_revenue,ttm_revenue_native,ttm_avg_rate,ttm_avg_rate_native,ttm_occupancy,ttm_adjusted_occupancy,ttm_revpar,ttm_revpar_native,ttm_adjusted_revpar,ttm_adjusted_revpar_native,ttm_reserved_days,ttm_blocked_days,ttm_available_days,ttm_total_days,l90d_revenue,l90d_revenue_native,l90d_avg_rate,l90d_avg_rate_native,l90d_occupancy,l90d_adjusted_occupancy,l90d_revpar,l90d_revpar_native,l90d_adjusted_revpar,l90d_adjusted_revpar_native,l90d_reserved_days,l90d_blocked_days,l90d_available_days,l90d_total_days
28772176,FULL FURNISHED ONE ROOM APARTMENT,Entire condo,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-28772176/original/0abce9ba-a685-466b-846f-0efec0267427.jpeg,25,1173370,Juan,"","",true,18.6848,-68.4557,2,1,1,1.0,false,"TV,Window guards,Wifi,Air conditioning,Ski-in/Ski-out,Kitchen,Hot water,Gym,Outdoor shower,Mosquito net,Bed linens,Free street parking,Laundromat nearby,Outdoor furniture,Microwave,Hammock,Cleaning products,Coffee maker,Refrigerator,Drying rack for clothing,Dishes and silverware,Cooking basics,Paid parking on premises,Clothing storage,Stove,Wine glasses,Washer,Single level home,BBQ grill,Patio or balcony,Backyard,Luggage dropoff allowed,Essentials,Long term stays allowed,Lock on bedroom door,Hangers,Dining table,Iron,Barbecue utensils,Private entrance,Toaster",false,false,,Moderate,DOP,18,0,5,4.8,5.0,5.0,4.8,5.0,5.0,4.8,908.0,53505.0,26.5,1583.1,0.09,0.101,2.4,143.7,2.7,160.9,33,39,332,365,0.0,0.0,25.9,1526.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
45090875,Breathtaking & Brand new at La Marina Cap Cana,Entire condo,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NDUwOTA4NzU=/original/97798b19-6507-4ab3-9c0a-ab347003517b.jpeg,29,246641852,Beyond Punta Cana,"","",false,18.5040,-68.3870,6,2,2,2.0,false,"TV,Washer,Beach access,Wifi,Air conditioning,First aid kit,Lake access,Pool,Crib,Kitchen,Free parking on premises,Lock on bedroom door,Hair dryer,Hot water,Iron,Dedicated workspace,Resort access,Extra pillows and blankets,Hot tub,Cooking basics",true,false,,Firm,DOP,60,0,8,4.88,4.9,5.0,4.8,5.0,5.0,4.8,17195.0,1013235.0,306.1,18285.0,0.159,0.183,44.5,2621.0,51.2,3017.9,58,48,307,365,1688.0,99455.0,370.6,21837.3,0.056,0.119,18.1,1065.8,38.8,2283.8,5,48,85,90
725209950079881437,"Villa B.Luna, chef, golf car and transport",Entire villa,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-725209950079881437/original/d002bf5e-9d3c-40ca-94c0-bed83f05f85e.jpeg,43,442609295,Miguel,"","",false,18.4815,-68.4085,16,6,9,5.5,false,"Air conditioning,Washer,TV,Air conditioning,Heating,Wifi,Kitchen,Refrigerator,Dishes and silverware,Coffee maker,Beach access,Resort access,Patio or balcony,Backyard,Outdoor dining area,BBQ grill,Free parking on premises,Pool",,false,,Firm,DOP,0,0,7,4.86,4.9,4.9,5.0,4.7,5.0,4.9,75577.0,4452914.0,2181.6,130500.5,0.099,0.0,207.1,12199.8,0.0,0.0,36,0,329,365,45824.0,2699900.0,2258.8,133084.1,0.244,0.0,509.2,29998.9,0.0,0.0,22,0,68,90
758633391572530749,Oceanfront Luxury Penthouse | Cap Cana,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NzU4NjMzMzkxNTcyNTMwNzQ5/original/8cf41a05-85a9-49e5-bd6b-682843151afc.jpeg,75,430645153,Lisbeth,47551244,Tatiana,true,18.4989,-68.3808,4,2,2,2.0,false,"TV,Wifi,Waterfront,Air conditioning,Pool,Kitchen,Free parking on premises,Room-darkening shades,Hot water,Conditioner,Elevator,Bed linens,Outdoor furniture,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Clothing storage,Stove,Wine glasses,Washer,Dryer,Beach access,Smoke alarm,Shower gel,Carbon monoxide alarm,Patio or balcony,Essentials,Long term stays allowed,Shampoo,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Sun loungers",,false,,Firm,DOP,125,0,13,5.0,4.9,5.0,4.9,4.9,4.8,5.0,35705.0,2103839.0,257.8,15401.1,0.342,0.352,90.3,5320.0,92.8,5469.9,125,10,240,365,15580.0,917956.0,352.0,20742.0,0.444,0.5,156.4,9217.5,176.0,10369.7,40,10,50,90
763570102695146185,Ocean Paradise Condo By Ocean,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/442ce3d3-5da5-47ac-ad40-de2f0260cc4b.jpg,40,16206988,Rd International,"","",false,18.6708,-68.4049,3,1,1,1.0,false,"TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Pets allowed,Outdoor shower,Free street parking,Coffee maker,Dishes and silverware,Heating,Cooking basics,Paid parking on premises,Washer,Dryer,Beach access,Carbon monoxide alarm,Essentials,Shampoo,Lock on bedroom door,Hair dryer,Iron,Private entrance",true,,,Flexible,DOP,60,0,1,,,,,,,,3094.0,182334.0,89.4,5338.9,0.099,0.0,8.1,480.2,0.0,0.0,36,0,329,365,0.0,0.0,91.4,5387.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
807236112446655018,Penthouse White Sands -Punta Cana,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-807236112446655018/original/9df5a9f8-58fd-43b6-8637-c688ad7182bb.jpeg,54,382685248,Berkys,"","",false,18.6952,-68.4446,6,3,4,2.5,false,"Hair dryer,Outdoor shower,Hot water,Washer,Dryer,Hangers,Bed linens,Extra pillows and blankets,Iron,TV,Air conditioning,Ceiling fan,First aid kit,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Oven,Coffee maker,Wine glasses,Toaster,Blender,Barbecue utensils,Dining table,Beach access,Patio or balcony,Outdoor furniture,Outdoor dining area,BBQ grill,Free parking on premises,Pool,Hot tub,Pets allowed,Long term stays allowed",,false,,Flexible,DOP,100,0,7,4.71,4.6,4.7,4.4,4.9,4.9,4.6,8358.0,492467.0,119.7,7160.3,0.175,0.204,20.4,1203.9,23.8,1399.5,64,51,301,365,2394.0,141054.0,133.3,7856.5,0.178,0.41,23.3,1370.9,53.7,3163.5,16,51,74,90
818135758232372198,"If you love the sea and the beach, come to this paradise!",Entire villa,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6ODE4MTM1NzU4MjMyMzcyMTk4/original/ecb84693-b806-4941-9774-348618ecadcf.jpeg,90,191835349,Rolando,"","",false,18.8521,-68.6249,14,5,8,5.5,false,"Ping pong table,Wifi,Waterfront,Kitchen,Pack ’n play/Travel crib,Board games,Free parking on premises,Room-darkening shades,Ceiling fan,Pets allowed,Hot water,Mosquito net,Bed linens,Free street parking,Outdoor furniture,Hammock,Coffee maker,Refrigerator,Fire pit,Drying rack for clothing,Dishes and silverware,Cooking basics,Oven,Clothing storage,Wine glasses,Beach access,BBQ grill,Shower gel,Patio or balcony,Backyard,Luggage dropoff allowed,Essentials,Lock on bedroom door,Hangers,Dedicated workspace,Baking sheet,Barbecue utensils,Outdoor dining area,Freezer,Sun loungers,Private entrance,Outlet covers",false,false,3,Firm,DOP,70,0,1,,,,,,,,11642.0,722445.0,810.6,48352.3,0.058,0.065,31.5,1956.7,35.7,2218.0,21,43,344,365,0.0,0.0,825.0,48605.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
818189726761807798,Downtown Puntacana Retreat + Jacuzzi!,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-818189726761807798/original/72dfa411-55aa-4367-a448-1ed0e8531708.jpeg,44,316096200,Chantal,"","",true,18.6381,-68.3942,4,2,2,3.0,false,"TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Ceiling fan,Pets allowed,Hot water,Gym,Body soap,Conditioner,Outdoor shower,Outdoor furniture,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Coffee,Stove,Wine glasses,Washer,Dryer,Beach access,Shower gel,Patio or balcony,Shampoo,Dining table,Dedicated workspace,Outdoor dining area,Freezer",,false,,Flexible,DOP,35,0,8,4.88,4.9,5.0,4.9,4.9,4.9,4.9,2368.0,139549.0,130.4,7791.1,0.049,0.0,6.1,359.7,0.0,0.0,18,0,347,365,0.0,0.0,147.3,8680.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
818659258700323630,Vibrant & Centric Hideaway!,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-818659258700323630/original/a45f828b-738c-4832-ad35-23eb13c55b40.jpeg,47,316096200,Chantal,"","",true,18.5567,-68.3717,6,2,3,2.0,false,"TV,Washer,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Pets allowed,Cooking basics,Dedicated workspace",true,false,,Flexible,DOP,45,0,9,4.89,4.8,4.9,4.8,4.9,4.9,5.0,5174.0,304856.0,125.1,7474.0,0.115,0.0,13.7,806.2,0.0,0.0,42,0,323,365,0.0,0.0,143.3,8443.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
818659263542963859,Centric Luxury Loft/ PC Village,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-818659263542963859/original/9d7cce31-eeff-4b49-a696-36857036ba49.jpeg,31,316096200,Chantal,"","",true,18.5579,-68.3747,6,3,4,3.5,false,"Hair dryer,Shampoo,Hot water,Shower gel,Washer,Bed linens,TV,Air conditioning,Ceiling fan,Wifi,Dedicated workspace,Kitchen,Cooking basics,Freezer,Oven,Coffee maker,Wine glasses,Coffee,Beach access,Free parking on premises,Pool,Elevator",,false,,Flexible,DOP,65,0,15,5.0,5.0,5.0,4.9,4.9,5.0,4.9,21715.0,1279432.0,192.7,11502.7,0.255,0.0,54.2,3190.5,0.0,0.0,93,0,272,365,11558.0,680987.0,241.7,14240.7,0.467,0.0,119.0,7013.3,0.0,0.0,42,0,48,90
840381983647008617,"Cozy & Modern apt Fishing Lodge, Cap Cana!",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-840381983647008617/original/1c82d57e-3542-4049-a6cd-3546de15739e.png,24,50647138,Sebastian,689600912,Sebastian A,true,18.5049,-68.3802,3,1,1,1.0,false,"Bathtub,Hair dryer,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Iron,Safe,TV,Sound system,Air conditioning,Ceiling fan,Smoke alarm,Wifi,Dedicated workspace,Pocket wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Stove,Oven,Coffee maker,Wine glasses,Toaster,Blender,Rice maker,Dining table,Coffee,Waterfront,Beach access,Private entrance,Resort access,Patio or balcony,Backyard,Outdoor furniture,Hammock,Outdoor dining area,Beach essentials,Sun loungers,Free parking on premises,Pool,Elevator,EV charger,Single level home,Long term stays allowed",,false,,Flexible,DOP,45,0,17,4.82,4.8,4.9,4.7,4.9,4.9,4.8,6568.0,387026.0,116.7,6976.6,0.129,0.0,16.9,995.0,0.0,0.0,47,0,318,365,2884.0,169919.0,131.7,7759.6,0.189,0.0,30.5,1799.6,0.0,0.0,17,0,73,90
846350046000973358,Beachfront studio / beach view,Entire condo,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-846350046000973358/original/d7a09adb-5dc1-44d2-bdb5-fc022ba4ca5e.jpeg,16,501877762,Aided,"","",false,18.4645,-68.4037,4,1,1,1.0,false,"Hair dryer,Outdoor shower,Hot water,Essentials,Hangers,TV,Air conditioning,Wifi,Kitchen,Beach access,Free parking on premises,Pool,Long term stays allowed",,false,,Firm,DOP,10,0,25,4.72,4.7,4.8,4.8,4.8,4.7,4.7,8674.0,511114.0,104.1,6213.1,0.225,0.0,23.1,1360.0,0.0,0.0,82,0,283,365,3046.0,179466.0,145.8,8589.8,0.233,0.0,33.3,1961.3,0.0,0.0,21,0,69,90
905057133722898209,Villa DRAGO with private pool - Punta Cana Village,Entire villa,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-905057133722898209/original/0df4c37f-c4b7-4f1f-93e6-c152fc9d6cda.jpeg,76,515708682,Evgeniya,699307064,Magdalena,true,18.5538,-68.3672,9,4,6,2.5,false,"Bathtub,Hair dryer,Shampoo,Conditioner,Body soap,Outdoor shower,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Room-darkening shades,Iron,Safe,Clothing storage,TV,Crib,Pack ’n play/Travel crib,Babysitter recommendations,Air conditioning,Ceiling fan,Exterior security cameras on property,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Stove,Oven,Coffee maker,Wine glasses,Toaster,Blender,Barbecue utensils,Dining table,Beach access,Private entrance,Resort access,Patio or balcony,Backyard,Outdoor furniture,BBQ grill,Sun loungers,Free parking on premises,Free street parking,Pool,Long term stays allowed",,false,,Strict,DOP,75,0,30,4.87,4.9,4.9,4.8,4.9,4.9,4.7,7153.0,421447.0,469.1,27639.0,0.041,0.0,19.2,1130.4,0.0,0.0,15,0,350,365,7153.0,421447.0,479.2,28234.0,0.167,0.0,77.8,4584.5,0.0,0.0,15,0,75,90
914559541218327623,OLD kanama profile,Entire villa,entire_home,https://a0.muscache.com/im/pictures/airflow/Hosting-914559541218327623/original/87bd0006-b63a-48e7-910b-f7bba37bf223.jpg,87,245073173,MasterHost Team,"311879781,428380073","Yoli,Gabi Yolanda",true,18.6389,-68.4261,6,3,2,2.5,false,"TV,Wifi,Air conditioning,Lake access,Pool,Kitchen,Free parking on premises,Ceiling fan,Pets allowed,Gym,Resort access,Conditioner,Trash compactor,Free street parking,Outdoor furniture,Cleaning products,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Beach access,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Kayak,Hair dryer,Iron,Freezer,Private entrance,Outlet covers,Blender,Crib,Room-darkening shades,Hot water,Body soap,Bed linens,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,BBQ grill,Shower gel,Patio or balcony,Backyard,Long term stays allowed,Dining table,Outdoor playground,Baking sheet,Barbecue utensils,Sun loungers,Toaster",false,false,,Moderate,DOP,75,0,6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8677.0,511239.0,195.6,11718.0,0.104,0.0,23.0,1352.2,0.0,0.0,38,0,327,365,0.0,0.0,163.4,9629.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
958564479890676377,Tropical Penthouse @ Punta Cana Village,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-958564479890676377/original/c3a49716-5945-441e-9bda-b85f11309a89.jpeg,54,104998473,Nelson,20524466,Sarah,false,18.5487,-68.3664,8,3,4,3.5,false,"TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Ceiling fan,Pets allowed,Resort access,Conditioner,Elevator,Trash compactor,Free street parking,Outdoor furniture,Cleaning products,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Outdoor dining area,Freezer,Changing table,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Patio or balcony,Backyard,Long term stays allowed,Dining table,Toaster",false,false,,Flexible,DOP,45,0,18,4.94,4.9,4.9,5.0,5.0,4.9,4.9,12834.0,756215.0,204.6,12245.4,0.175,0.0,34.4,2028.2,0.0,0.0,64,0,301,365,2191.0,129090.0,182.6,10757.3,0.144,0.0,23.3,1375.4,0.0,0.0,13,0,77,90
979839877705459155,Beautiful apartment on the beach.,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-979813855624174637/original/8e2b69ae-cfac-4c61-a426-95b047d52021.jpeg,44,536682656,Yudelki,"561397261,598104435","Esmeralda Nikol,Samir Alberto",true,18.6904,-68.4226,6,2,3,2.0,false,"Bathtub,Hair dryer,Shampoo,Conditioner,Body soap,Outdoor shower,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Safe,Clothing storage,TV,Window guards,Air conditioning,Ceiling fan,Smoke alarm,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Stove,Oven,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Dining table,Coffee,Beach access,Private entrance,Resort access,Patio or balcony,Outdoor furniture,Outdoor dining area,Outdoor kitchen,Sun loungers,Free parking on premises,Pool,Elevator,Single level home,Pets allowed,Long term stays allowed",,false,,Firm,DOP,70,0,23,4.7,4.8,4.6,4.7,5.0,4.9,4.7,6686.0,393936.0,138.9,8186.8,0.126,0.0,17.4,1022.8,0.0,0.0,46,0,319,365,6686.0,393936.0,138.3,8150.0,0.511,0.0,70.4,4148.0,0.0,0.0,46,0,44,90
994729556742740079,Luxury Villa | Chef Included! | Pool & Golf View,Entire villa,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6OTk0NzI5NTU2NzQyNzQwMDc5/original/18a17725-72f4-46dc-a39d-32218584487a.jpeg,25,96358943,Maria,73122188,Pau,false,18.4620,-68.4102,10,5,8,5.5,false,"Pool,Free parking on premises,Bathtub,Hair dryer,Shampoo,Conditioner,Body soap,Bidet,Hot water,Shower gel,Bed linens,Room-darkening shades,Safe,Clothing storage,TV,Air conditioning,Air conditioning,Fire extinguisher,First aid kit,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Stove,Oven,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Dining table,Coffee,Waterfront,Beach access,Private entrance,Resort access,BBQ grill,Free parking on premises,Pool,Hot tub",,false,,Firm,DOP,0,0,4,5.0,5.0,5.0,4.8,5.0,5.0,5.0,56861.0,3350188.0,1107.6,66078.1,0.123,0.0,155.8,9178.6,0.0,0.0,45,0,320,365,28323.0,1668761.0,1637.5,96477.7,0.167,0.0,314.7,18541.8,0.0,0.0,15,0,75,90
1000913589771701179,Brand New Oasis in Cap Cana!,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-1000913589771701179/original/9fccb829-31f8-4764-9a63-ac8addca22ba.jpeg,37,316096200,Chantal,"","",true,18.4772,-68.4133,5,2,3,2.0,false,"Shampoo,Conditioner,Body soap,Hot water,Washer,Clothing storage,TV,Air conditioning,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Oven,Coffee maker,Wine glasses,Dining table,Coffee,Beach access,Outdoor dining area,Free parking on premises,Pool,Elevator,Gym,Paid parking on premises,Pets allowed,Long term stays allowed",,false,,Flexible,DOP,55,0,12,4.92,4.9,4.9,4.9,5.0,4.9,4.9,11137.0,656185.0,170.2,10170.2,0.153,0.0,28.6,1682.3,0.0,0.0,56,0,309,365,6707.0,395175.0,193.6,11404.8,0.356,0.0,69.6,4102.7,0.0,0.0,32,0,58,90
1042123391936709113,Aurea,Entire condo,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTA0MjEyMzM5MTkzNjcwOTExMw%3D%3D/original/2beec7d1-22a0-4c57-a82c-af3ff4cfd555.jpeg,49,550107896,Yaniris,"","",false,18.4978,-68.3826,3,1,3,1.0,false,"Bathtub,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Safe,Mosquito net,Clothing storage,Ethernet connection,TV,Record player,Sound system,Books and reading material,Children’s books and toys,High chair,Children’s dinnerware,Board games,Air conditioning,Ceiling fan,Portable fans,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Coffee maker,Wine glasses,Toaster,Blender,Rice maker,Trash compactor,Barbecue utensils,Dining table,Coffee,Waterfront,Beach access,Lake access,Private entrance,Laundromat nearby,Resort access,Patio or balcony,Outdoor furniture,Outdoor dining area,Beach essentials,Sun loungers,Free parking on premises,Pool,Hot tub,Elevator,Gym,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout",,false,,Firm,DOP,20,75,9,5.0,5.0,4.9,5.0,4.9,5.0,5.0,7802.0,459682.0,260.2,15330.7,0.082,0.083,21.2,1246.5,21.4,1263.8,30,5,335,365,7802.0,459682.0,258.2,15211.6,0.333,0.353,85.8,5055.2,90.8,5352.6,30,5,60,90
1042130534050784986,"Luxury Villa, Short/Long Stay 3 Bedrooms 3.5 Baths",Entire villa,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-1042130534050784986/original/9f5aa94e-9207-4f38-806d-3bf4799b66d4.jpeg,55,550109454,Angela C,"","",true,18.6066,-68.3913,6,3,4,3.5,false,"Hair dryer,Shampoo,Conditioner,Body soap,Outdoor shower,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Clothing storage,TV,Air conditioning,Ceiling fan,Exterior security cameras on property,Smoke alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Dishes and silverware,Freezer,Stove,Oven,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Trash compactor,Dining table,Coffee,Private entrance,Patio or balcony,Outdoor furniture,Outdoor dining area,BBQ grill,Free parking on premises,Pool,Long term stays allowed",,false,,Firm,DOP,195,0,35,4.89,4.9,4.9,4.9,4.9,4.7,4.9,11449.0,674561.0,299.9,17672.5,0.096,0.098,28.7,1690.7,29.3,1728.6,35,8,330,365,11449.0,674561.0,299.5,17644.9,0.389,0.427,116.4,6856.8,127.7,7525.8,35,8,55,90
1051498305266311424,Cayuco 6-Luxury Villa on Hole #5 of Punta Espada,Entire villa,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTA1MTQ5ODMwNTI2NjMxMTQyNA%3D%3D/original/3f213612-35af-42d3-a8a9-a9ed97638aad.jpeg,96,552016740,Qwest Property Development Gro,"","",false,18.4604,-68.4102,10,5,7,6.0,false,"Cable TV,Pool,Gym,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,Ethernet connection,TV,Ping pong table,Books and reading material,Outlet covers,Board games,Children's playroom,Air conditioning,Ceiling fan,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Mini fridge,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Rice maker,Trash compactor,Barbecue utensils,Dining table,Coffee,Waterfront,Beach access,Private entrance,Resort access,Patio or balcony,Backyard,Outdoor furniture,Hammock,Outdoor dining area,BBQ grill,Sun loungers,Free parking on premises,Pool,Hot tub,Long term stays allowed,Cleaning before checkout",,false,,Strict,DOP,0,0,13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,40532.0,2388100.0,2738.1,161328.4,0.041,0.0,111.0,6542.7,0.0,0.0,15,0,350,365,40532.0,2388100.0,2736.6,161237.5,0.167,0.0,450.4,26534.4,0.0,0.0,15,0,75,90
1063054182984779549,"Close to Playa Macao, comfort and adventure",Entire condo,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-1063054182984779549/original/63d58fd7-0693-4ce8-88fb-ba41dc6da4d0.png,47,161522763,Gabriel,173473779,Dabet,true,18.7065,-68.4640,4,2,2,2.0,false,"Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Outdoor shower,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Clothing storage,TV,Books and reading material,Air conditioning,Exterior security cameras on property,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Stove,Oven,Coffee maker,Wine glasses,Toaster,Blender,Dining table,Coffee,Private entrance,Outdoor dining area,Free parking on premises,Pool,Elevator",,false,,Flexible,DOP,30,0,11,4.82,4.9,5.0,4.9,5.0,4.6,4.7,7827.0,461163.0,91.0,5436.2,0.214,0.215,20.4,1200.5,20.5,1207.1,78,2,287,365,4255.0,250705.0,100.0,5890.6,0.444,0.455,44.9,2648.1,46.0,2708.3,40,2,50,90
1069486908274285852,"Tranquil Haven: Pool, Exclusive Beach Access",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-1069486908274285852/original/02f98a66-6f8c-4ff9-8de2-f19b8dcaa9ae.jpeg,35,556644743,Deyanira De Los Angeles,"","",false,18.6959,-68.4453,7,3,5,2.0,false,"Body soap,Bidet,Outdoor shower,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Mosquito net,Clothing storage,TV,Crib,Air conditioning,Ceiling fan,Smoke alarm,Carbon monoxide alarm,Wifi,Kitchen,Refrigerator,Microwave,Dishes and silverware,Freezer,Coffee maker,Wine glasses,Toaster,Blender,Dining table,Coffee,Beach access,Private entrance,Patio or balcony,Outdoor furniture,BBQ grill,Free parking on premises,Pool,Pets allowed,Smoking allowed,Long term stays allowed",,false,,Moderate,DOP,40,0,14,4.57,4.7,5.0,4.8,4.6,4.8,4.7,5830.0,343505.0,113.3,6783.3,0.132,0.15,14.3,844.2,16.3,960.0,48,44,317,365,1895.0,111655.0,101.4,5976.5,0.178,0.286,17.9,1057.3,28.8,1699.2,16,34,74,90
1071088919228010121,Star at night by the sea,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-1071088919228010121/original/05f566fa-7043-46c8-b80a-b8c5602bab6f.jpeg,31,542899767,Global,"","",false,18.6013,-68.4114,4,2,2,2.0,false,"TV,Blender,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Pets allowed,Hot water,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics,Coffee,Wine glasses,Washer,Dryer,Beach access,Smoke alarm,Exercise equipment,Carbon monoxide alarm,Patio or balcony,First aid kit,Fire extinguisher,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer",true,false,,Flexible,DOP,15,0,9,4.56,4.7,4.9,4.9,4.6,4.9,4.8,915.0,53911.0,68.7,4112.7,0.036,0.0,2.4,142.9,0.0,0.0,13,0,352,365,581.0,34232.0,59.2,3486.7,0.089,0.0,6.3,370.5,0.0,0.0,8,0,82,90
